"","SerialNo","Point","StRegion","Region","PopBand","PerOO","PerSEG","PropWSpk","GOR","LACode","LAName","ConCode","WConId","WConN","triwales","WtFactor","OldWt","Country","XYVer","OddEven","XYComp","IntDate","SIntDate","StTIM","Househld","RSex","RAge","P2Sex","P2Age","P2Rel3","P2Rel2","P2Rel","P3Sex","P3Age","P3Rel3","P3Rel2","P3Rel","P4Sex","P4Age","P4Rel3","P4Rel2","P4Rel","P5Sex","P5Age","P5Rel3","P5Rel2","P5Rel","P6Sex","P6Age","P6Rel3","P6Rel2","P6Rel","P7Sex","P7Age","P7Rel3","P7Rel2","P7Rel","RAgeCat","RAgeCat2","RSexAge","RSexAge2","MarStat5","MarStat","Married","SmSexPar","NumCh","NCh415","NCh318","HhCh04","HhCh511","HhCh1215","HhCh1617","RCh04","RCh511","RCh1215","RCh1617","HhType","REconAc2","RLastJb2","SEconAc2","SLastJb2","RJbType","SJbType","Readpap","WhPaper","Internt","SupParty","ClosePty","PartyIDN","Partyid1","PartyId2","PtyAlleg","Idstrng","Politics","NeedHelp","CareSat","EdSat","NHSSat","SchPrv","SchVol","HospPrv","HospVol","CarePrv","CareVol","DocTrust","Teachtrs","SocWTrus","ChoHosp","ChoHosp2","ChoTreat","ChoTrea2","ChoCare","ChoCare2","ChTght","ChTght2","ChSch","ChSch2","SpecSch","RegSch","SchAffd","HospAffd","Vouch","InfoSch","InfoDoc","Inspect","GPVis","MealHos","MusicLe","TripMus","HEFee","HEFeeWhn","PAlive","Contpars","FamCare2","CareCos2","NHSView","NHSGlob","NHSCash","EdGlob","EdCash","LAGlob","LACash","Voted2","WhenDecd","VoteC2","YVtClsC","VoteL2","YVtClsL","ScWBrit","Vote1st2","Vote2nd2","MostImp1","MostImp2","MostImp3","MostImp4","MostImp5","VotUKGE2","DfWnScW","DfWnGE","CoalitW2","CoalPC2","EvBlair","EvMorgan","EvWJones","EvGerman","EvBourne","Iraq1","YPBan","Preschg","WindF","WaleParl","WaleParS","WalShInd","DecWFB","DecNHS","DecSch","DecDef","WRowWM","DoesInfl","OughInfl","SNHSIEW2","SNHSWhW2","EdStIEW2","EdStWhW2","SLivIEW2","SLivWhW2","UKIntNat","NatINat2","RegBias2","WhBias2","SRSocCl1","SRSocCl2","SRSocCl","NatClass","NatID","SCInstr","SCDone","SCRetn","SCNote","DisNew3","PrivMed","PrivPaid","SocTrust","Tenure1","Tenure2","RWelshSp","Religion","ReligSum","FamRelig","FrlSum","ChAttend","NatBrit","NatEng","NatEuro","NatIrish","NatNI","NatScot","NatUlst","NatWelsh","NatAsia","NatAfric","NatOth","NatNone","BestNatU","RaceOri2","RPrivEd","OthChld3","ChPrivEd","PrivEd2","StatSC","SchQual","PschQual","EdQual1","EdQual2","EdQual3","EdQual4","EdQual12","EdQual13","EdQual36","EdQual26","EdQual27","EdQual28","EdQual29","EdQual30","EdQual31","EdQual32","EdQual22","EdQual23","EdQual24","EdQual25","EdQual33","EdQual34","EdQual10","EdQual11","EdQual17","EdQual18","EdQual19","EdQual20","EdQual21","EdQual37","EdQual38","EdQual39","HEdQual","HEdQual2","Vote05","VotSW03C","RLastJob","REmplyee","RSuperv","RMany","RSuper","RSupman2","ROcSect2","REmpWork","WkJbHrsI","REmpSta2","SIC92Gp","MinGrp","SMajGrp","MajGrp","SEG2","SEG","SEGGrp","SOCCLas","RGCLass","GHCLass","GHGrp","R2SOC200","IndexNo","R2ES2000","NSSEC","SECFlag","SEG3","SC","SOC90","SOCStatu","ASOC90","SIC2003","P2LastJb","P2Emplye","P2Superv","P2Many","Super2","Supman3","P2OcSec2","P2EmpWrk","P2JbHrsI","P2EmpSt2","SIC92Gp2","MinGrp2","SMajGrp2","MajGrp2","SEG4","SEG5","SEGGrp2","SOCCLas2","RGCLass2","GHCLass2","GHGrp2","P2SOC200","IndexNo2","ES2001","NSSEC2","SECFlag2","SEG6","SC2","SOC91","SOCStat2","ASOC91","SIC2004","UnionSA","AnyBN3","BenefOAP","BenefWar","BenefWid","BenefUB","BenefIS2","BenefPC","BenefCB","BenefCTC","BenefFC","BenefHB","BenefCT","BenefInc","BenefDLA","BenefAtA","BenefSev","BenefICA","BenefInd","BenefOth","MainInc4","HHincome","PhoneX","PhoneBc2","PhoneX2","ComeBac3","THANK","EndTIM","Duration","Serial_N","Issue_N2","INT_NUM2","AIntDate","ADuratio","QStart","QPart","AVersion","ACountry","ASex","AAge","HSTATUS","VCHOICE","ASCDone","SCDone2","SCRetn2","Outcome","IntLang","card","intro","batch","language","ScFailCl","HoFailCl","ParHlpLn","TeJobWel","HlthResp","PSLisCom","PBLisCom","PriNHSn1","PriScn1","ScDecChi","HoDecWho","SecSchEd","NHSpatie","nhsoutp2","nhsinp2","UKGvJob","WAGovJob","PropRep","ProPRNat","ProPRLoc","LikeCon","LikeLab","LikeLD","LikePC","swquiz1b","swquiz3b","quizscbu","swquz42","quz100am","ReDistrb","BigBusnn","Wealth","RichLaw","Indust4","TradVals","StifSent","DeathApp","Obey","WrongLaw","Censor","RsexChck","RageChck","SQDate2","leftrigh","libauth","filter_$"
"170",11616,116,11,4,1,NA,NA,0.16,11,"00NJ","Flintshire","","W019","Delyn Co Const",0,0.730385752333631,1.11545741324921,3,1,2,1,2007-06-29,2007-06-29,19:16:45,5,2,47,1,57,1,1,1,2,16,2,2,2,2,12,2,2,2,1,8,2,2,2,0,-1,0,0,0,0,-1,0,0,0,4,4,12,11,1,1,1,1,3,2,3,0,1,1,1,0,1,1,1,-9,3,-1,3,-3,1,1,2,-1,1,1,-1,2,2,2,4,2,3,2,1,2,1,2,8,4,8,4,2,1,1,1,1,2,3,4,2,3,2,3,2,2,2,2,2,8,2,3,3,5,5,5,5,5,2,3,2,3,5,3,4,1,1,2,1,8,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,1,8,6,7,98,98,98,2,2,2,4,3,3,3,1,1,1,2,1,2,1,3,1,3,1,4,1,3,1,2,2,4,2,2,4,1,1,1,1,-9,2,2,-1,1,1,1,3,3,-9,3,-9,4,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,-1,2,3,1,1,1,0,2,3,0,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,1,2,0,-9,1,2,-9,0,3,3,3,37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2316,23829,7,4.1,0,5.1,2,235,1,-9,80,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,16,1,1,8,1,1,20:23:31,67,11616,1,"2733",2007-06-29,67,1,1,2,3,2,47,3,5,1,1,1,111,1,1,2733,2194,1,4,4,1,4,2,2,4,1,1,3,2,1,2,2,4,2,2,1,2,2,3,7,6,5,3,2,2,2,3,3,2,2,2,2,2,2,2,2,4,1,2,47,29062007,2.2,3.83333333333333,1
"171",11617,116,11,4,1,NA,NA,0.16,11,"00NJ","Flintshire","","W019","Delyn Co Const",0,0.878851943290001,1.11545741324921,3,2,1,1,2007-06-14,2007-06-14,10:32:26,2,1,73,2,67,1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,7,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-9,9,4,9,5,3,3,2,-1,2,1,-1,2,2,2,4,1,2,4,8,2,1,2,4,4,4,4,2,1,1,4,1,1,2,2,1,3,3,4,1,2,2,2,2,1,4,4,4,4,5,5,5,5,2,2,3,-1,-1,1,2,1,1,1,1,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,1,2,1,10,5,2,0,0,1,4,1,4,4,4,2,2,2,2,2,1,2,2,3,1,3,1,1,1,1,3,2,1,2,-1,2,3,1,1,1,1,-9,1,2,-1,1,1,1,2,3,-9,3,-9,7,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,1,2,3,2,2,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,8,2,0,4,1,1,6,6,2,1,5,70,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5223,23935,6,10,0,8,3.2,516,1,-9,23,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,1,1,2,1,1,11:31:30,59,11617,1,"2733",2007-06-14,59,1,1,1,3,1,73,3,5,1,1,1,111,1,1,2733,3101,1,2,4,1,5,5,1,2,1,1,1,9,9,9,9,9,9,9,5,5,5,0,10,0,3,1,1,2,4,2,2,1,3,1,1,2,2,5,1,1,1,1,73,14062007,1.6,4,1
"172",11618,116,11,4,1,NA,NA,0.16,11,"00NG","Denbighshire","","W016","Clwyd West Co Const",0,0.730385752333631,1.11545741324921,3,1,2,1,2007-08-28,2007-08-28,18:08:28,2,2,48,1,59,1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,4,4,12,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-9,10,5,3,-3,3,1,1,6,1,1,-1,1,1,1,1,3,3,4,4,2,4,4,4,4,4,3,4,2,2,3,1,3,1,3,1,3,4,2,4,4,2,2,8,2,4,3,1,2,5,5,5,3,2,2,3,-1,-1,1,1,2,1,1,1,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,8,2,2,3,3,3,1,1,5,1,5,5,2,1,1,1,2,1,1,1,2,1,8,9,3,1,3,2,2,2,2,-1,2,4,2,1,1,1,-9,2,1,2,2,1,1,3,2,-9,2,-9,7,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,0,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,12,"",1,1,4,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1132,6224,4,2,0,1.2,2,121,1,-9,29,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,17,1,1,1,1,1,19:06:26,58,11618,2,"0613",2007-08-28,58,1,1,2,3,2,48,3,5,1,1,1,111,1,1,613,6006,1,3,5,1,4,2,4,4,1,1,1,2,1,1,1,9,5,2,3,2,1,8,1,2,3,1,1,1,8,2,5,4,2,2,1,1,1,1,1,1,1,2,48,28082007,2.8,5,1
"173",11619,116,11,4,1,NA,NA,0.16,11,"00NG","Denbighshire","","W016","Clwyd West Co Const",0,1.22277665978134,1.11545741324921,3,1,1,1,2007-06-14,2007-06-14,19:29:53,2,1,27,2,26,1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,3,-3,1,1,1,12,2,1,-1,5,7,4,10,2,3,4,2,3,1,4,3,4,3,4,3,2,2,2,3,2,2,2,1,3,2,3,1,4,3,2,1,1,4,1,3,4,2,4,2,2,2,1,2,3,2,3,4,1,2,2,1,8,8,4,1,5,1,5,1,1,5,98,20,97,-2,-2,-2,5,2,2,1,8,6,5,8,98,98,1,1,4,1,3,3,2,1,1,1,2,1,2,1,2,2,3,1,3,2,3,2,2,1,4,2,2,4,1,1,1,1,-9,2,2,-1,1,10,4,1,1,-9,1,-9,7,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,2,-1,3,-1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,-9,1,2,-9,0,3,1,3,43,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5119,23609,7,11.1,0,15,4,169,0,-9,2,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,13,1,1,2,1,1,20:26:50,57,11619,1,"2733",2007-06-14,57,1,1,1,3,1,27,3,5,1,1,1,111,1,1,2733,3100,1,4,4,1,5,1,2,2,8,1,2,2,1,2,3,9,4,2,2,1,2,3,3,3,10,2,1,2,1,8,4,4,3,4,3,1,1,3,1,1,1,1,27,14062007,3.6,4.66666666666667,1
"174",11620,116,11,4,1,NA,NA,0.16,11,"00NJ","Flintshire","","W019","Delyn Co Const",0,1.38170331529574,1.67318611987382,3,1,2,1,2007-08-13,2007-08-13,18:53:50,4,1,59,2,48,1,1,1,2,25,2,2,2,2,2,3,3,4,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,5,5,5,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-9,3,-1,3,-3,1,1,2,-1,1,2,2,12,10,5,11,-1,4,4,4,2,2,5,3,4,3,4,3,1,3,4,1,2,2,3,1,2,4,3,2,2,4,2,1,1,5,4,4,5,4,3,2,4,2,2,2,3,4,3,4,2,1,2,2,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,4,4,1,1,5,2,8,3,98,4,4,4,4,5,5,3,1,2,2,2,1,1,1,4,8,3,8,2,3,2,4,2,2,4,2,2,3,5,1,1,1,-9,2,2,-1,2,2,1,3,3,-9,3,-9,7,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,-1,2,3,2,2,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,8,2,0,-9,2,1,4,4,-9,-9,0,70,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5319,-9,3,9.1,0,12,3.2,-9,-9,-9,45,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,15,1,1,1,1,1,19:42:15,49,11620,2,"2645",2007-08-13,49,1,1,2,3,1,59,3,5,1,1,1,111,1,1,2645,4084,1,2,4,2,4,5,3,9,9,9,9,1,1,2,1,9,3,3,4,4,4,3,4,2,2,1,1,2,3,2,4,4,4,2,2,1,1,1,3,2,2,1,59,13082007,3.2,4.33333333333333,1
"175",11701,117,11,4,3,NA,NA,0.12,11,"00NJ","Flintshire","","W019","Delyn Co Const",0,0.491210347423363,0.557728706624606,3,1,1,1,2007-06-18,2007-06-18,11:04:27,1,2,67,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,15,13,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,-9,9,5,-1,-1,3,4,2,-1,2,2,2,2,2,2,6,3,3,4,3,2,2,5,1,5,2,3,2,2,2,2,3,3,3,3,3,3,2,3,3,2,2,1,2,1,5,2,2,4,5,5,5,5,2,2,3,-1,-1,3,2,1,2,2,2,3,3,4,4,98,-3,1,6,2,2,1,11,-2,-2,-2,-2,2,3,3,2,1,7,98,98,98,98,1,2,4,4,4,4,3,1,1,1,1,2,1,1,3,2,3,1,2,2,3,2,2,1,4,1,1,1,2,1,1,1,-9,2,2,-1,1,2,1,2,1,-9,1,-9,1,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,1,2,3,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,3,98,5,1,2,-9,0,3,3,2,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9244,-9,7,13.1,0,7,4,-9,-9,-9,80,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,3,1,1,2,1,1,11:56:48,52,11701,1,"2688",2007-06-18,52,1,1,2,3,2,67,3,5,1,1,1,111,1,1,2688,3088,1,3,3,1,5,2,8,2,4,4,1,2,2,2,1,4,2,2,2,2,3,5,5,5,4,3,2,2,8,8,2,3,3,4,3,3,3,5,2,2,1,2,67,18062007,3,3.33333333333333,1
"176",11703,117,11,4,3,NA,NA,0.12,11,"00NJ","Flintshire","","W019","Delyn Co Const",0,1.02205362570779,1.11545741324921,3,1,1,1,2007-06-21,2007-06-21,10:04:49,4,2,48,1,45,1,1,1,2,11,2,2,2,2,8,2,2,2,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,4,4,12,11,1,1,1,1,2,2,2,0,2,0,0,0,2,0,0,-9,3,-1,3,-3,1,1,1,12,1,2,2,11,9,8,98,-1,4,4,1,1,1,3,3,3,3,3,3,2,1,2,2,2,2,2,1,3,2,2,1,1,2,2,2,8,3,1,3,2,3,3,3,2,2,1,3,-1,-1,8,3,2,2,1,1,3,2,4,4,97,-3,-3,-3,2,-3,-3,98,-2,-2,-2,-2,97,4,4,2,2,5,5,5,5,98,2,2,2,3,8,8,2,1,1,1,1,2,1,1,3,2,3,2,8,9,3,2,2,2,4,2,2,8,2,1,1,1,-9,2,1,2,2,1,1,1,3,-9,3,-9,4,1,2,2,2,2,2,2,1,2,2,2,2,1,9,2,-1,2,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,0,97,-9,1,2,-9,0,3,1,1,35,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4150,-9,7,7.2,0,6,3.1,-9,-9,-9,22,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,1,1,2,1,1,11:01:36,57,11703,1,"2688",2007-06-21,57,1,1,2,3,2,48,3,5,1,1,1,111,1,1,2688,3087,1,3,3,1,2,2,2,3,1,1,8,8,1,2,2,2,3,3,3,3,3,5,5,5,5,8,8,8,8,8,3,3,3,3,3,3,2,3,3,3,2,2,48,21062007,3,3.33333333333333,1
"177",11705,117,11,4,3,NA,NA,0.12,11,"00NJ","Flintshire","","W019","Delyn Co Const",0,1.1958596020338,1.67318611987382,3,2,1,1,2007-06-12,2007-06-12,10:45:52,3,2,60,1,62,1,1,1,2,31,2,2,2,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,6,5,14,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,9,1,6,2,3,3,1,2,1,1,-1,2,2,2,4,2,4,4,2,2,2,5,4,4,4,3,2,2,2,2,2,4,1,3,2,3,2,3,1,3,2,2,2,1,3,2,2,2,4,4,2,2,2,2,3,-1,-1,3,2,2,1,2,1,2,1,4,4,2,1,2,2,2,2,3,2,3,97,-2,-2,2,4,2,2,1,5,5,98,98,98,2,3,2,3,4,4,2,2,1,3,2,2,3,1,2,1,3,1,3,3,2,2,2,1,2,-1,2,1,3,1,1,1,-9,2,2,-1,2,1,1,3,3,-9,8,-9,4,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,-1,2,3,2,1,2,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,2,2,1,1,2,-9,0,3,1,1,25,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3217,6254,7,12.1,0,5.1,2,346,0,-9,52,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,1,1,1,1,11:37:29,52,11705,1,"2688",2007-06-12,52,1,1,1,3,2,60,3,5,1,1,1,111,1,1,2688,1021,1,3,3,2,4,2,2,2,1,3,1,2,8,1,3,3,2,2,3,3,3,5,7,7,4,2,1,3,1,1,3,2,3,3,2,2,2,3,2,2,2,2,60,12062007,2.6,3.83333333333333,1
"178",11706,117,11,4,3,NA,NA,0.12,11,"00NJ","Flintshire","","W019","Delyn Co Const",0,0.559115273641751,0.557728706624606,3,2,2,1,2007-08-02,2007-08-02,13:21:37,1,2,84,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,15,13,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,-9,9,5,-1,-1,3,4,2,-1,2,1,-1,2,2,2,4,2,1,4,2,1,2,4,4,5,3,4,3,2,2,3,1,1,1,2,1,1,1,2,1,2,2,4,2,2,3,1,2,2,5,5,4,2,2,1,3,-1,-1,1,1,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,10,5,8,98,98,4,1,2,4,3,3,2,1,1,1,2,1,3,3,3,4,1,4,2,1,1,1,2,2,4,2,2,3,1,1,2,-9,2,1,2,-1,2,1,1,2,9,-9,9,-9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,2,2,5,1,1,18,18,3,3,4,37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6111,-9,6,6,0,5.1,2,-9,-9,-9,85,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,1,2,2,1,14:01:31,40,11706,2,"2645",2007-08-02,40,1,1,2,3,2,84,3,5,2,2,NA,112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"179",11707,117,11,4,3,NA,NA,0.12,11,"00NJ","Flintshire","","W019","Delyn Co Const",0,0.907450168256835,1.11545741324921,3,1,1,1,2007-08-06,2007-08-06,10:58:24,2,2,63,1,67,1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,6,5,14,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-9,9,2,9,2,3,3,2,-1,2,2,2,2,2,2,6,3,5,4,2,4,5,4,4,4,4,4,4,2,3,2,2,3,1,3,1,3,1,2,1,2,4,4,1,2,4,2,3,2,4,4,2,2,2,1,3,-1,-1,3,2,2,1,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,2,2,5,98,98,98,98,1,1,4,4,4,4,2,1,1,1,2,2,2,1,4,4,4,1,4,2,3,2,1,-1,4,2,2,3,3,1,1,1,-9,2,2,-1,2,3,2,2,1,-9,1,-9,7,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,0,98,2,1,2,-9,0,3,1,1,26,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5434,-9,7,12.2,0,7,3.2,-9,-9,-9,55,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,2,1,11:50:32,52,11707,2,"2645",2007-08-06,52,1,1,2,3,2,63,3,5,1,1,1,111,1,1,2645,4077,1,4,4,2,3,4,2,4,1,1,1,1,1,2,4,4,3,2,2,2,2,4,6,98,7,8,2,2,8,2,4,4,2,2,2,1,2,4,1,3,1,2,63,6082007,2.8,4,1
"180",11708,117,11,4,3,NA,NA,0.12,11,"00NJ","Flintshire","","W019","Delyn Co Const",0,0.982420694846727,1.11545741324921,3,2,2,1,2007-06-11,2007-06-11,13:33:20,2,2,67,1,73,1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,15,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-9,9,2,9,4,3,3,2,-1,1,2,2,3,3,3,9,3,5,4,2,2,4,3,4,5,5,5,5,2,2,3,1,4,2,3,1,4,1,3,2,2,4,3,2,1,3,2,2,1,5,5,1,2,3,-1,3,-1,-1,1,4,1,1,1,1,2,1,4,3,3,2,5,2,1,3,5,3,10,9,-2,-2,3,4,4,2,2,6,5,5,98,98,1,1,1,4,4,4,3,1,1,1,2,1,2,1,4,1,3,2,2,1,3,2,2,2,2,-1,2,1,3,1,1,1,-9,1,2,-1,2,1,1,3,3,-9,3,-9,7,1,2,2,2,2,2,2,1,2,2,2,2,1,9,2,1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,3,3,2,1,2,-9,0,3,1,2,42,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6115,-9,7,12.2,0,10,4,-9,-9,-9,85,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,1,1,1,15:12:46,99,11708,1,"2688",2007-06-11,99,1,1,1,3,2,67,3,5,1,1,1,111,1,1,2688,1020,1,1,5,1,1,2,2,4,1,1,2,2,1,2,1,1,2,2,3,2,3,10,5,5,8,1,1,1,3,8,2,1,1,1,1,1,1,1,1,2,1,2,67,11062007,1.2,4.83333333333333,1
